Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
738,Alejandro Garnacho,ESP,FW,Manchester Utd,Premier League,17,2004,1,1,0,0,0,0,0
739,Mario Gaspar,ESP,DF,Villarreal,La Liga,31,1990,9,529,0,0.68,0,1.86,1.36
740,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,29,2485,0,0.69,0.04,1.67,1.16
741,Dwight Gayle,ENG,FW,Newcastle Utd,Premier League,31,1990,7,37,0,2.5,0,0,5
742,Jean-Philippe Gbamin,CIV,MF,Everton,Premier League,26,1995,3,67,0,0,0,1.43,0
743,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,36,3240,0,0,0,0,0
744,Linus Gechter,GER,DF,Hertha BSC,Bundesliga,18,2004,13,716,0.13,0.63,0,3.5,0.75
745,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,23,1998,20,1377,0.13,0.98,0.13,0.33,3.14
746,Joe Gelhardt,ENG,FW-MF,Leeds United,Premier League,20,2002,16,545,0.33,3.11,0.16,0.49,2.79
747,Luca Gemello,ITA,GK,Torino,Serie A,21,2000,1,90,0,0,0,0,0
748,Yannick Gerhardt,GER,MF-DF,Wolfsburg,Bundesliga,28,1994,25,1413,0,0.83,0.19,1.27,1.15
749,Gerson,BRA,MF-FW,Marseille,Ligue 1,24,1997,32,2295,0.24,1.45,0.16,0.51,1.88
750,Willem Geubbels,FRA,FW-MF,Nantes,Ligue 1,20,2001,20,468,0.38,2.12,0.19,0.77,2.12
751,Hamadi Al Ghaddioui,MAR,FW,Stuttgart,Bundesliga,31,1990,10,498,0.36,2.18,0.36,0.73,2.73
752,Anwar El Ghazi,NED,FW,Everton,Premier League,27,1995,2,13,0,0,0,0,0
753,Lamine Ghezali,FRA,DF,FALSE,Ligue 1,22,1999,1,1,0,0,0,0,0
754,Paolo Ghiglione,ITA,DF,Genoa,Serie A,25,1997,13,603,0,1.19,0.15,2.09,1.79
755,Saman Ghoddos,IRN,DF-MF,Brentford,Premier League,28,1993,17,536,0.17,1.33,0.17,2.17,2.17
756,Faouzi Ghoulam,ALG,DF,Napoli,Serie A,31,1991,12,224,0,1.2,0,3.2,1.2
757,Dimitris Giannoulis,GRE,DF,Norwich City,Premier League,26,1995,15,899,0,0.2,0.1,2.4,1
758,Morgan Gibbs-White,ENG,FW-MF,Wolves,Premier League,22,2000,2,9,0,20,0,0,20
759,Ben Gibson,ENG,DF,Norwich City,Premier League,29,1993,27,2404,0,0.3,0,5.66,0.52
760,Rafa? Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,32,2880,0,0,0,0,0
761,Mario Gila,ESP,DF,Real Madrid,La Liga,21,2000,1,16,0,0,0,5,0
762,Billy Gilmour,SCO,MF,Norwich City,Premier League,20,2001,21,1614,0,0.73,0.06,1.62,2.12
763,Daniel Ginczek,GER,MF-FW,Wolfsburg,Bundesliga,31,1991,2,13,0,10,0,0,0
764,Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,28,1994,27,2345,0.04,1.19,0,3.87,0.38
765,Nicholas Gioacchini,USA,MF-FW,Montpellier,Ligue 1,21,2000,25,428,0,1.46,0.42,0.63,0.83
766,Sebastian Giovinco,ITA,MF,Sampdoria,Serie A,35,1987,2,39,0,2.5,0,0,5
767,Jimmy Giraudon,FRA,DF,Troyes,Ligue 1,30,1992,19,1619,0,0,0,3.28,0.83
768,Andrei Girotto,BRA,DF-MF,Nantes,Ligue 1,30,1992,34,2966,0.18,1.3,0.03,3.45,1.73
769,Olivier Giroud,FRA,FW,Milan,Serie A,35,1986,26,1707,0.47,2.79,0.16,0.95,1.74
770,Serge Gnabry,GER,FW-DF,Bayern Munich,Bundesliga,26,1995,32,2034,0.58,2.79,0.22,0.09,0.58
771,Ben Godfrey,ENG,DF,Everton,Premier League,24,1998,23,2029,0,0.8,0,4.36,0.76
772,Edoardo Goldaniga,ITA,DF,Cagliari,Serie A,28,1993,11,934,0,0.48,0,3.65,2.5
773,Aleksandr Golovin,RUS,FW-MF,Monaco,Ligue 1,25,1996,24,1312,0.21,1.3,0.27,0.27,1.58
774,Angel Gomes,ENG,MF-FW,Lille,Ligue 1,21,2000,21,832,0,1.2,0.11,0.76,1.41
775,Toti Gomes,POR,DF,Wolves,Premier League,23,1999,2,180,0,0,0,6,0.5
776,Joe Gomez,ENG,DF,Liverpool,Premier League,24,1997,7,286,0,0.31,0.31,2.5,1.56
777,Alfred Gomis,SEN,GK,Rennes,Ligue 1,28,1993,22,1980,0,0,0,0,0.05
778,Maxime Gonalons,FRA,MF,Granada,La Liga,33,1989,20,1271,0,0.64,0.07,2.27,2.34
779,Cedric Gondo,CIV,FW,Salernitana,Serie A,25,1996,14,699,0.13,2.56,0,0.26,2.31
780,Charlie Goode,ENG,DF,Brentford,Premier League,26,1995,6,450,0,0.4,0,2.4,1.4
781,Anthony Gordon,ENG,MF-FW,Everton,Premier League,21,2001,30,1950,0.18,1.84,0.09,0.32,1.29
782,Kaide Gordon,ENG,FW,Liverpool,Premier League,17,2004,1,9,0,10,0,0,10
783,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,27,1995,17,1235,0.22,2.85,0.22,1.17,1.02
784,Gori,ESP,MF,Espanyol,La Liga,19,2002,1,9,0,0,0,0,10
785,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,25,1996,28,1994,0,0.27,0.09,2.25,1.22
786,Robin Gosens,GER,DF,Inter,Serie A,27,1994,6,137,0,2.67,0.67,1.33,0.67
787,Dan Gosling,ENG,MF,Watford,Premier League,32,1990,1,22,0,0,0,5,0
788,Amine Gouiri,FRA,FW-MF,Nice,Ligue 1,22,2000,35,2519,0.36,2.29,0.25,0.46,1.14
789,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,30,1991,27,2396,0.08,0.41,0,5.26,1.2
790,Jonathan Gradit,FRA,DF,Lens,Ligue 1,29,1992,32,2799,0,0.1,0,3.63,1.16
791,Jens Grahl,GER,GK,Eint Frankfurt,Bundesliga,33,1988,1,90,0,0,0,0,0
792,Alberto Grassi,ITA,MF,Cagliari,Serie A,27,1995,27,1915,0,1.03,0.05,1.5,1.36
793,Jaume Grau,ESP,MF,Osasuna,La Liga,25,1997,1,3,0,0,0,0,0
794,Andrew Gravillon,FRA,DF,Reims,Ligue 1,24,1998,24,2047,0,0.62,0,3.88,1.5
795,Demarai Gray,ENG,MF-FW,Everton,Premier League,25,1996,29,2050,0.22,2.54,0.13,0.61,0.57
796,Adrian Grbi?,AUT,FW-MF,Lorient,Ligue 1,25,1996,16,518,0.17,2.07,0,1.21,1.03
797,Ivo Grbi?,CRO,GK,Lille,Ligue 1,26,1996,21,1890,0,0,0,0,0
798,Jack Grealish,ENG,FW,Manchester City,Premier League,26,1995,23,1724,0.1,1.98,0.1,0.31,0.78
799,Etienne Green,ENG,GK,FALSE,Ligue 1,21,2000,15,1197,0,0,0,0,0.08
800,Julian Green,USA,MF,FALSE,Bundesliga,26,1995,22,1016,0,1.59,0,1.15,1.24
801,Mason Greenwood,ENG,FW-MF,Manchester Utd,Premier League,20,2001,18,1271,0.35,3.4,0.07,0.35,1.49
802,Sam Greenwood,ENG,FW-MF,Leeds United,Premier League,20,2002,5,145,0,1.25,1.25,0,1.88
803,Michael Gregoritsch,AUT,FW-MF,Augsburg,Bundesliga,28,1994,23,1290,0.56,2.8,0,1.47,1.26
804,Dominik Greif,SVK,GK,Mallorca,La Liga,25,1997,1,90,0,0,0,0,0
805,Sebastian Griesbeck,GER,DF-MF,FALSE,Bundesliga,31,1990,27,2259,0.04,0.28,0,3.9,1.35
806,Antoine Griezmann,FRA,FW,Barcelona,La Liga,31,1991,3,263,0,1.38,0,1.72,0.69
807,Vincenzo Grifo,ITA,MF-FW,Freiburg,Bundesliga,29,1993,32,2595,0.31,2.01,0.24,0.76,0.42
808,Lennart Grill,GER,GK,Leverkusen,Bundesliga,23,1999,1,90,0,0,0,0,0
809,Florian Grillitsch,AUT,DF-MF,Hoffenheim,Bundesliga,26,1995,18,1496,0,0.48,0,2.83,0.96
810,Arnaut Groeneveld,NED,FW,Villarreal,La Liga,25,1997,23,1472,0.61,3.6,0.18,0.06,0.18
811,Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,27,1995,15,873,0,0.82,0,1.65,2.99
812,Vicente Guaita,ESP,GK,Crystal Palace,Premier League,35,1987,29,2565,0,0,0,0,0.04
813,Sergi Guardiola,ESP,FW,Rayo Vallecano,La Liga,30,1991,29,1552,0.35,2.5,0.12,0.81,1.63
814,Nemanja Gudelj,SRB,DF-MF,Sevilla,La Liga,30,1991,18,861,0,0.42,0,3.85,1.25
815,Gabriel Gudmundsson,SWE,DF-MF,Lille,Ligue 1,23,1999,27,1239,0.07,1.3,0,0.87,1.96
816,Noah Guede-Nadje,FRA,FW,Angers,Ligue 1,18,2003,1,3,0,0,0,0,0
817,Yanis Guermouche,FRA,FW,Montpellier,Ligue 1,21,2001,1,1,0,0,0,0,1
818,Evann Guessand,FRA,FW,Nice,Ligue 1,20,2001,17,380,0.24,2.62,0.48,0.24,2.86
819,Ander Guevara,ESP,MF,Real Sociedad,La Liga,24,1997,17,867,0,0.21,0,1.35,1.98
820,Lamine Gueye,SEN,MF-FW,Metz,Ligue 1,24,1998,14,555,0,2.26,0.48,0,0.81
821,Pape Gueye,SEN,MF,Marseille,Ligue 1,23,1999,25,1277,0,1.83,0.07,1.2,1.69
822,John Guidetti,SWE,FW-MF,FALSE,La Liga,30,1992,10,279,0,3.23,0,0,2.26
823,Josuha Guilavogui,FRA,MF-DF,Bordeaux,Ligue 1,31,1990,12,1061,0.08,0.59,0,1.61,1.53
824,Frederic Guilbert,FRA,DF,Strasbourg,Ligue 1,27,1994,31,2337,0,0.88,0.15,1.5,0.96
825,Sehrou Guirassy,GUI,FW,Rennes,Ligue 1,26,1996,34,956,0.75,4.15,0,0.57,1.89
826,Manuel Gulde,GER,DF,Freiburg,Bundesliga,31,1991,20,1225,0,0.07,0,2.94,1.32
827,Gerard Gumbau,ESP,MF,Elche,La Liga,27,1994,27,1567,0,0.86,0.23,1.44,2.7
828,Robert Gumny,POL,DF,Augsburg,Bundesliga,23,1998,26,2215,0,0.28,0,2.48,1.26
829,Angus Gunn,ENG,GK,Norwich City,Premier League,26,1996,7,630,0,0,0,0.14,0
830,Jon Guridi,ESP,MF,Real Sociedad,La Liga,27,1995,6,170,0,0.53,0,2.11,2.63
831,Malo Gusto,FRA,DF,Lyon,Ligue 1,18,2003,27,1659,0,0.49,0.22,1.47,1.3
832,Albert Gu?mundsson,ISL,FW-MF,Genoa,Serie A,24,1997,9,422,0,1.06,0,1.49,2.55
833,Emmanuel Gyasi,GHA,FW-DF,Spezia,Serie A,28,1994,34,2862,0.16,1.1,0,1.07,1.67
834,Erling Haaland,NOR,FW,Dortmund,Bundesliga,21,2000,22,1737,1.09,3.58,0.41,1.45,0.83
835,Nicolas Haas,SUI,MF,Empoli,Serie A,26,1996,16,1001,0,0.63,0.18,1.35,1.89
836,Janik Haberer,GER,MF,Freiburg,Bundesliga,28,1994,25,796,0.23,1.25,0,2.5,2.05
837,Alexander Hack,GER,DF,Mainz 05,Bundesliga,28,1993,26,1894,0.14,1.05,0.05,5,1.62
838,Robin Hack,GER,FW-MF,Arminia,Bundesliga,23,1998,28,1270,0,2.13,0.14,0.57,1.28
839,Munir El Haddadi,MAR,FW-MF,Sevilla,La Liga,26,1995,16,474,0.38,2.45,0,0.94,1.89
840,Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,24,1998,20,1326,0.2,0.95,0.07,1.02,1.5
841,Oualid El Hajjam,MAR,DF,Troyes,Ligue 1,31,1991,19,1072,0.08,0.92,0.08,1.68,1.6
842,Achraf Hakimi,MAR,DF,Paris S-G,Ligue 1,23,1998,29,2301,0.16,0.82,0.23,0.78,0.66
843,Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,30,1991,6,327,0.28,1.11,0,1.94,1.11
844,Pierre-Yves Hamel,FRA,FW,Clermont Foot,Ligue 1,28,1994,15,502,0,2.5,0,0,2.68
845,Romain Hamouma,FRA,FW,FALSE,Ligue 1,35,1987,19,811,0.11,1.89,0.11,0.33,2.44
846,Samir Handanovi?,SVN,GK,Inter,Serie A,37,1984,34,3060,0,0,0,0.03,0
847,Grant Hanley,SCO,DF,Norwich City,Premier League,30,1991,29,2537,0.04,0.57,0,6.28,0.89
848,Ridgeciano Haps,SUR,DF,Venezia,Serie A,28,1993,22,1814,0.05,0.5,0.05,1.93,1.19
849,Genki Haraguchi,JPN,MF,Union Berlin,Bundesliga,30,1991,28,1626,0.11,1.55,0.28,1.33,1.6
850,Amine Harit,MAR,FW-MF,Marseille,Ligue 1,24,1997,21,986,0.36,1.18,0.27,0.09,1.18
851,Varazdat Haroyan,ARM,DF,FALSE,La Liga,29,1992,17,1437,0.06,0.25,0,4.94,1.69
852,Jack Harrison,ENG,FW-MF,Leeds United,Premier League,25,1996,31,2333,0.27,1.43,0.04,1.08,1.04
853,Abdou Harroui,NED,MF,Sassuolo,Serie A,24,1998,22,452,0,2.6,0,0.6,3
854,Makoto Hasebe,JPN,DF-MF,Eint Frankfurt,Bundesliga,38,1984,16,1065,0,0,0,3.05,1.53
855,Hans Hateboer,NED,DF,Atalanta,Serie A,28,1994,18,1220,0,1.1,0,1.18,1.18
856,Kortney Hause,ENG,DF,Aston Villa,Premier League,26,1995,7,397,0.23,0.45,0,4.32,1.82
857,Kai Havertz,GER,FW-MF,Chelsea,Premier League,22,1999,26,1705,0.37,2.65,0.16,1.48,2.06
858,Isaac Hayden,ENG,MF-DF,Newcastle Utd,Premier League,27,1995,14,1002,0.09,0.54,0,2.7,2.16
859,Eden Hazard,BEL,FW-MF,Real Madrid,La Liga,31,1991,17,690,0,1.56,0.13,0.13,1.04
860,Thorgan Hazard,BEL,FW-DF,Dortmund,Bundesliga,29,1993,23,1337,0.27,1.48,0.07,0.67,1.61
861,Jonas Hector,GER,DF,FALSE,Bundesliga,31,1990,28,2418,0,0.59,0.22,2.94,1.04
862,Hwang Hee-chan,KOR,FW,RB Leipzig,Bundesliga,26,1996,2,49,0,2,0,0,0
863,Silvan Hefti,SUI,DF,Genoa,Serie A,24,1997,13,1053,0,0.34,0,1.62,1.2
864,Dominique Heintz,GER,DF,Union Berlin,Bundesliga,28,1993,7,467,0,0.19,0,4.42,1.35
865,Jordan Henderson,ENG,MF,Liverpool,Premier League,31,1990,31,2337,0.08,1.12,0.19,0.65,1.19
866,Liam Henderson,SCO,MF,Empoli,Serie A,26,1996,35,1917,0.09,1.92,0.09,0.75,2.63
867,Jeff Hendrick,IRL,MF,Newcastle Utd,Premier League,30,1992,3,72,1.25,1.25,0,1.25,2.5
868,Wayne Hennessey,WAL,GK,Burnley,Premier League,35,1987,2,180,0,0,0,0,0
869,Benjamin Henrichs,GER,DF,RB Leipzig,Bundesliga,25,1997,20,963,0.28,1.03,0.28,1.78,1.12
870,Henrique,BRA,DF,Lyon,Ligue 1,28,1994,16,936,0,0.48,0,1.63,1.25
871,Dalbert Henrique,BRA,DF-MF,Cagliari,Serie A,28,1993,27,1996,0,0.45,0.09,1.35,1.85
872,Luis Henrique,BRA,FW-MF,Marseille,Ligue 1,20,2001,18,678,0,0.8,0.13,0,0.8
873,Matheus Henrique,BRA,MF,Sassuolo,Serie A,24,1997,22,808,0,0.56,0.11,1,2.11
874,Rico Henry,ENG,DF,Brentford,Premier League,24,1997,31,2534,0.07,0.39,0,2.02,0.74
875,Thomas Henry,FRA,FW,Venezia,Serie A,27,1994,32,2025,0.36,2.09,0.09,1.07,2.53
876,Kike Hermoso,ESP,DF,Betis,La Liga,22,1999,1,90,1,2,0,11,1
877,Mario Hermoso,ESP,DF,FALSE,La Liga,26,1995,26,1865,0.1,0.82,0.05,2.56,1.26
878,Hernani,BRA,MF-FW,Genoa,Serie A,28,1994,16,581,0,1.08,0,0.46,1.54
879,Ander Herrera,ESP,MF,Paris S-G,Ligue 1,32,1989,17,1008,0.27,1.25,0.18,0.8,1.43
880,Sergio Herrera,ESP,GK,Osasuna,La Liga,28,1993,33,2970,0,0,0,0.03,0
881,Yangel Herrera,VEN,MF,Espanyol,La Liga,24,1998,20,1420,0.06,0.89,0.06,1.77,2.97
882,Patrick Herrmann,GER,DF-FW,M'Gladbach,Bundesliga,31,1991,21,732,0,1.73,0.49,0.99,0.99
883,Son Heung-min,KOR,FW-MF,Tottenham,Premier League,29,1992,31,2666,0.64,2.47,0.24,0.34,0.54
884,Daan Heymans,BEL,MF-FW,Venezia,Serie A,22,1999,7,256,0,1.07,0.36,1.07,2.86
885,Aaron Hickey,SCO,DF,Bologna,Serie A,19,2002,33,2636,0.17,0.72,0.03,1.43,1.43
886,Martin Hinteregger,AUT,DF,Eint Frankfurt,Bundesliga,29,1992,27,2222,0.04,0.65,0,5.67,1.34
887,Marwin Hitz,SUI,GK,Dortmund,Bundesliga,34,1987,4,315,0,0,0,0,0
888,Ki-Jana Hoever,NED,DF,Wolves,Premier League,20,2002,8,308,0,0.29,0,2.35,1.47
889,Jonas Hofmann,GER,MF-FW,M'Gladbach,Bundesliga,29,1992,24,1909,0.47,2.31,0.19,0.66,1.08
890,Rob Holding,ENG,DF,Arsenal,Premier League,26,1995,12,633,0.14,0.57,0,6.57,0.86
891,Mason Holgate,ENG,DF,Everton,Premier League,25,1996,20,1684,0.05,0.27,0,5.99,1.34
892,Gerrit Holtmann,PHI,FW-MF,Bochum,Bundesliga,27,1995,27,1742,0.26,2.22,0.21,0.21,1.19
893,Martin Hongla,CMR,MF,Hellas Verona,Serie A,24,1998,15,524,0,1.21,0,2.76,2.07
894,Franck Honorat,FRA,FW-MF,Brest,Ligue 1,25,1996,33,2842,0.35,1.9,0.13,0.57,0.82
895,Justin Hoogma,NED,DF,FALSE,Bundesliga,23,1998,3,270,0,0,0,3.67,1.67
896,Sydney van Hooijdonk,NED,FW-MF,Bologna,Serie A,22,2000,4,38,0,0,0,0,0
897,Matthew Hoppe,USA,FW,Mallorca,La Liga,21,2001,5,131,0,1.33,0.67,0,2.67
898,Jannes Horn,GER,DF,FALSE,Bundesliga,25,1997,10,433,0,0.42,0,1.88,1.25
899,Timo Horn,GER,GK,FALSE,Bundesliga,28,1993,13,1170,0,0,0,0.08,0
900,Fraser Hornby,SCO,FW-MF,Reims,Ligue 1,22,1999,8,350,0,1.54,0,1.79,1.79
901,Branimir Hrgota,SWE,FW,FALSE,Bundesliga,29,1993,32,2597,0.31,1.97,0.14,0.45,2.11
902,Petko Hristov,BUL,DF,Spezia,Serie A,23,1999,16,1203,0.07,0.15,0.07,4.78,0.82
903,Ajdin Hrustic,AUS,MF,Eint Frankfurt,Bundesliga,25,1996,21,842,0.21,2.55,0,0.74,1.7
904,Callum Hudson-Odoi,ENG,FW-MF,Chelsea,Premier League,21,2000,15,962,0.09,1.59,0.19,0.47,1.12
905,Will Hughes,ENG,MF,Crystal Palace,Premier League,27,1995,13,825,0,0.65,0.11,1.2,1.74
906,Mats Hummels,GER,DF,Dortmund,Bundesliga,33,1988,23,1765,0.05,0.61,0.1,4.18,0.87
907,Elseid Hysaj,ALB,DF,Lazio,Serie A,28,1994,28,2014,0.04,0.18,0,1.52,0.67
908,Suk Hyun-jun,KOR,FW-MF,Troyes,Ligue 1,30,1991,9,153,0,4.71,0,1.18,4.12
909,Iago,BRA,DF,Augsburg,Bundesliga,25,1997,27,2084,0.09,0.47,0.22,2.5,0.82
910,Roger Ibanez,BRA,DF,Roma,Serie A,23,1998,31,2619,0.1,0.69,0,3.47,1.65
911,Vicente Iborra,ESP,MF,Villarreal,La Liga,34,1988,19,1024,0,0.61,0.09,2.89,1.84
912,Zlatan Ibrahimovi?,SWE,FW,Milan,Serie A,40,1981,21,990,0.73,4.45,0.18,0.91,1.36
913,Mauro Icardi,ARG,FW,Paris S-G,Ligue 1,29,1993,24,1027,0.35,2.46,0,1.14,1.32
914,Adam Idah,IRL,FW-MF,Norwich City,Premier League,21,2001,17,625,0.14,2.03,0.14,1.16,1.45
915,Oussama Idrissi,MAR,MF,FALSE,La Liga,26,1996,8,585,0.15,2,0.15,0.31,1.08
916,Iglesias,ESP,DF,Getafe,La Liga,23,1998,17,536,0,0.67,0.17,2.33,2.67
917,Borja Iglesias,ESP,FW,Betis,La Liga,29,1993,29,1366,0.59,2.37,0,0.26,1.71
918,Jonathan Iglesias,URU,MF,Clermont Foot,Ligue 1,33,1988,15,579,0,0.16,0,0.47,1.72
919,Igor,BRA,DF,Fiorentina,Serie A,24,1998,27,1972,0,0.27,0,2.05,1.37
920,Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,25,1996,24,1112,0.32,2.26,0.4,0.81,1.94
921,Danylo Ihnatenko,UKR,MF,Bordeaux,Ligue 1,25,1997,9,512,0,1.23,0.35,2.81,2.46
922,Jonathan Ikone,FRA,MF-FW,Lille,Ligue 1,24,1998,18,1062,0.08,1.86,0,0.59,1.1
923,Ivan Ili?,SRB,MF,Hellas Verona,Serie A,21,2001,30,2347,0.04,0.84,0.15,2.18,1.72
924,Josip Ili?i?,SVN,FW-MF,Atalanta,Serie A,34,1988,19,832,0.33,3.26,0.33,0.11,1.63
925,Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,32,1990,5,229,0,0,0,6,1.6
926,Stefan Ilsanker,AUT,DF-MF,Eint Frankfurt,Bundesliga,32,1989,10,171,0,0.53,0,5.79,1.58
927,Ciro Immobile,ITA,FW,Lazio,Serie A,32,1990,30,2621,0.93,3.61,0.07,0.52,1.24
928,Danny Ings,ENG,FW,Aston Villa,Premier League,29,1992,25,1644,0.33,2.13,0.33,0.93,0.93
929,Marcus Ingvartsen,DEN,MF,Union Berlin,Bundesliga,26,1996,2,122,0,0.71,0,0,1.43
930,Bonke Innocent,NGA,MF,Lorient,Ligue 1,26,1996,11,856,0,0.32,0,2.11,2.11
931,Lorenzo Insigne,ITA,FW,Napoli,Serie A,30,1991,29,2103,0.43,3.16,0.34,0,0.73
932,Nikita Iosifov,RUS,MF,Villarreal,La Liga,21,2001,1,1,0,0,0,0,0
933,Tim Iroegbunam,ENG,MF,Aston Villa,Premier League,18,2003,3,92,0,1,0,1,2
934,Alexander Isak,SWE,FW,Real Sociedad,La Liga,22,1999,29,1908,0.24,2.83,0.09,0.38,1.32
935,Isco,ESP,MF-FW,Real Madrid,La Liga,30,1992,12,246,0.37,4.07,0,0,3.7
936,Wilson Isidor,FRA,FW-MF,Monaco,Ligue 1,21,2000,4,50,0,1.67,0,0,1.67
937,Ardian Ismajli,ALB,DF,Empoli,Serie A,25,1996,19,1250,0,0.36,0,5.97,1.37
938,Hiroki Ito,JPN,DF,Stuttgart,Bundesliga,22,1999,27,2168,0.04,0.5,0,4.23,0.79
939,Cedric Itten,SUI,FW,FALSE,Bundesliga,25,1996,12,635,0.28,2.25,0,0.7,2.68
940,Gian-Luca Itter,GER,DF,FALSE,Bundesliga,23,1999,22,1275,0,0.28,0.07,2.75,0.99
941,Alex Iwobi,NGA,MF-FW,Everton,Premier League,26,1996,23,1585,0.11,1.25,0.06,0.91,0.68
942,Armando Izzo,ITA,DF,Torino,Serie A,30,1992,9,398,0,0.91,0,6.82,3.18
943,Nicolas Jackson,SEN,FW,Villarreal,La Liga,20,2001,5,61,0,4.29,0,0,1.43
944,Lee Jae-sung,KOR,MF-FW,Mainz 05,Bundesliga,29,1992,26,1429,0.25,1.64,0.19,0.82,1.45
945,Paul Jaeckel,GER,DF,Union Berlin,Bundesliga,23,1998,22,1867,0,0.14,0,4.93,1.5
946,Mato Jajalo,BIH,MF,Udinese,Serie A,33,1988,22,627,0,0.71,0.14,1.14,2
947,Kristijan Jaki?,CRO,MF,Eint Frankfurt,Bundesliga,24,1997,25,1834,0.05,1.42,0,1.13,1.91
948,Ismail Jakobs,GER,DF-FW,Monaco,Ligue 1,22,1999,25,1113,0,0.32,0.08,2.42,1.37
949,Abdel Jalil Medioub,ALG,DF,Bordeaux,Ligue 1,24,1997,10,622,0,0.43,0,4.49,0.58
950,Daniel James,WAL,FW-MF,Leeds United,Premier League,24,1997,30,2253,0.16,2.08,0.16,0.4,1.28
951,Reece James,ENG,DF,Chelsea,Premier League,22,1999,22,1517,0.3,1.83,0.36,1.12,0.83
952,Vitaly Janelt,GER,MF,Brentford,Premier League,23,1998,29,2163,0.17,1.21,0,1.33,1.25
953,Jakub Jankto,CZE,DF-MF,Getafe,La Liga,26,1996,13,506,0,1.07,0.18,1.61,0.71
954,Pontus Jansson,SWE,DF,Brentford,Premier League,31,1991,34,3051,0.06,0.62,0.03,5.49,0.53
955,Tony Jantschke,GER,DF,M'Gladbach,Bundesliga,32,1990,3,225,0,0.4,0,4,0.4
956,Adnan Januzaj,BEL,FW-MF,Real Sociedad,La Liga,27,1995,29,1503,0.12,2.22,0,0.78,1.44
957,Pawe? Jaroszy?ski,POL,DF,Salernitana,Serie A,27,1994,13,516,0,0.35,0,2.28,1.4
958,Jason,ESP,MF-DF,Valencia,La Liga,27,1994,5,75,0,2.5,0,2.5,3.75
959,Dennis Jastrzembski,POL,DF-FW,Hertha BSC,Bundesliga,22,2000,8,225,0,0.4,0,1.6,1.2
960,Corentin Jean,FRA,FW-DF,Lens,Ligue 1,26,1995,15,238,0.38,2.69,0,0,2.69
961,Jemerson,BRA,DF,Metz,Ligue 1,29,1992,15,1202,0,0.37,0,2.54,1.34
962,Fredrik Jensen,FIN,MF-FW,Augsburg,Bundesliga,24,1997,12,418,0,1.3,0.22,1.52,0.65
963,Mathias Jensen,DEN,MF,Brentford,Premier League,26,1996,28,1368,0,0.86,0.07,0.66,1.05
964,Moritz Jenz,GER,DF,Lorient,Ligue 1,23,1999,16,1291,0.07,0.42,0,4.13,1.54
965,Gabriel Jesus,BRA,FW,Manchester City,Premier League,25,1997,25,1635,0.44,3.08,0.44,0.38,1.54
966,Juan Jesus,BRA,DF,Napoli,Serie A,30,1991,20,1188,0.08,0.3,0,2.5,1.14
967,Joelinton,BRA,MF-FW,Newcastle Utd,Premier League,25,1996,32,2368,0.15,1.67,0.04,1.67,2.66
968,Jofre,ESP,DF-MF,Espanyol,La Liga,20,2001,2,16,0,0,5,0,0
969,Marco John,GER,DF,Hoffenheim,Bundesliga,20,2002,2,42,0,0,0,0,0
970,Dennis Johnsen,NOR,FW-MF,Venezia,Serie A,24,1998,23,1334,0,0.74,0.14,0.47,0.54
971,Ben Johnson,ENG,DF,West Ham,Premier League,22,2000,18,1386,0.06,0.32,0,3.18,0.65
972,Curtis Jones,ENG,MF,Liverpool,Premier League,21,2001,13,700,0.13,1.79,0.13,0.13,1.28
973,Phil Jones,ENG,DF,Manchester Utd,Premier League,30,1992,4,163,0,0,0,5,0
974,Frenkie de Jong,NED,MF,Barcelona,La Liga,24,1997,29,2206,0.12,0.69,0.12,0.73,0.98
975,Luuk de Jong,NED,FW,Barcelona,La Liga,31,1990,19,627,0.86,3.57,0,1.29,1.29
976,Kaio Jorge,BRA,MF-FW,Juventus,Serie A,20,2002,9,121,0,3.85,0,1.54,3.08
977,Jorginho,ITA,MF,Chelsea,Premier League,30,1991,27,2093,0.26,0.39,0.09,0.86,1.63
978,Josan,ESP,DF-MF,Elche,La Liga,32,1989,27,1012,0.18,0.98,0.18,1.43,1.07
979,Joselu,ESP,FW,FALSE,La Liga,32,1990,34,2852,0.41,2.43,0.09,1.45,1.48
980,Josema,ESP,DF,Elche,La Liga,25,1996,6,183,0,0,0,5.5,1.5
981,Lenny Joseph,FRA,FW-MF,Metz,Ligue 1,21,2000,7,133,0,0,0,0,2.67
982,Diogo Jota,POR,FW,Liverpool,Premier League,25,1996,31,2101,0.64,3.52,0.13,0.26,1.5
