Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
1824,Alassane Sidibe,CIV,FW,Atalanta,Serie A,19,2002,1,6,0,0,0,0,0
1825,Kaj Sierhuis,NED,FW,Reims,Ligue 1,24,1998,2,80,0,2.22,0,1.11,0
1826,Francisco Sierralta,CHI,DF,Watford,Premier League,25,1997,5,427,0,0.21,0,8.51,1.06
1827,Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,19,2002,6,139,0,0,0,6.67,0.67
1828,Adrien Silva,POR,MF,Sampdoria,Serie A,33,1989,17,1083,0,0.67,0.08,1.75,1.5
1829,Bernardo Silva,POR,MF-FW,Manchester City,Premier League,27,1994,32,2610,0.28,1.52,0.1,0.83,1.21
1830,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,24,1997,31,2395,0.08,0.68,0.26,1.5,0.6
1831,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,22,1450,0.06,1.06,0.19,0.43,1.55
1832,Gabriel Silva,BRA,DF,FALSE,Ligue 1,30,1991,12,623,0,0.14,0,1.3,1.16
1833,Jonathan Silva,ARG,DF-MF,Getafe,La Liga,27,1994,9,226,0,0.4,0,2.8,3.6
1834,Rui Silva,POR,GK,Betis,La Liga,28,1994,18,1620,0,0,0,0.06,0.06
1835,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,29,2380,0.11,0.53,0,4.05,0.49
1836,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,33,2970,0,0,0,0.03,0.03
1837,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,27,1919,0.05,0.56,0,3.29,1.17
1838,Giovanni Simeone,ARG,FW,Hellas Verona,Serie A,26,1995,32,2423,0.59,2.45,0.15,0.59,2.23
1839,Giuliano Simeone,ARG,DF,FALSE,La Liga,19,2002,1,1,0,0,0,0,0
1840,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,1,61,0,0,0,0,0
1841,Moses Simon,NGA,FW-MF,Nantes,Ligue 1,26,1995,29,2261,0.24,1.55,0.32,0.28,0.52
1842,Xavi Simons,NED,FW-MF,Paris S-G,Ligue 1,19,2003,5,109,0,1.67,0,0.83,0.83
1843,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,34,2518,0.11,1.36,0.11,1.57,1.61
1844,Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,26,1995,10,278,0,0.32,0,0.97,0
1845,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,19,2002,1,22,0,0,0,0,5
1846,Salvatore Sirigu,ITA,GK,Genoa,Serie A,35,1987,35,3150,0,0,0,0,0
1847,Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,20,2002,7,436,0,0.63,0,0,1.88
1848,Ibrahima Sissoko,FRA,MF-DF,Strasbourg,Ligue 1,24,1997,32,2260,0.08,1,0.2,1.47,2.39
1849,Moussa Sissoko,FRA,MF,Watford,Premier League,32,1989,32,2860,0.06,0.69,0.03,1.98,1.26
1850,Nelson Sissoko,FRA,DF,FALSE,Ligue 1,25,1997,1,45,0,0,0,6,4
1851,Sambou Sissoko,FRA,MF-DF,Reims,Ligue 1,23,1999,8,176,0,1.5,0,3,0.5
1852,Antonio Sivera,ESP,GK,FALSE,La Liga,25,1996,3,187,0,0,0,0,0
1853,Ellyes Skhiri,TUN,MF,FALSE,Bundesliga,26,1995,20,1640,0.22,1.15,0.05,2.36,1.1
1854,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,18,1350,0,0.27,0,0.93,1.33
1855,?ukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,34,3060,0,0,0,0,0.03
1856,Andreas Skov Olsen,DEN,DF-FW,Bologna,Serie A,22,1999,18,747,0,0.84,0.12,1.45,0.48
1857,Robert Skov,DEN,DF-FW,Hoffenheim,Bundesliga,25,1996,10,284,0,3.44,0,0.94,1.25
1858,Islam Slimani,ALG,FW,Lyon,Ligue 1,33,1988,12,573,0.16,1.88,0.16,0.63,0.94
1859,William Smallbone,IRL,MF-FW,Southampton,Premier League,22,2000,3,132,0,0.67,0,1.33,2
1860,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,25,1911,0.14,0.47,0,3.92,0.38
1861,Emile Smith Rowe,ENG,MF-FW,Arsenal,Premier League,21,2000,30,1829,0.49,1.97,0.1,0.49,0.25
1862,Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,28,2384,0,0.49,0,2.83,1.66
1863,Alex Sola,ESP,DF-FW,Real Sociedad,La Liga,22,1999,2,41,0,2,0,8,0
1864,Augusto Solari,ARG,MF-DF,Celta Vigo,La Liga,30,1992,22,577,0,0.94,0,2.19,3.28
1865,Roberto Soldado,ESP,FW,Levante,La Liga,36,1985,17,649,0.42,2.22,0.28,1.11,1.39
1866,Carlos Soler,ESP,MF,Valencia,La Liga,25,1997,28,2134,0.46,1.18,0.21,1.31,1.18
1867,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,33,1988,32,2880,0,0,0.03,0.03,0
1868,Son,ESP,DF,Levante,La Liga,28,1994,23,1701,0.05,0.53,0,2.01,0.9
1869,Brandon Soppy,FRA,DF-MF,Udinese,Serie A,20,2002,25,709,0,0.63,0,0.51,2.41
1870,David Soria,ESP,GK,Getafe,La Liga,29,1993,34,3054,0,0,0,0,0.03
1871,Roberto Soriano,ITA,MF-FW,Bologna,Serie A,31,1991,33,2492,0,0.87,0.11,1.26,1.84
1872,Alberto Soro,ESP,MF-FW,Granada,La Liga,23,1999,15,575,0,1.09,0,0.78,1.09
1873,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,26,2318,0.04,0.89,0.27,1.78,0.58
1874,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,1,2,0,0,0,0,0
1875,Florian Sotoca,FRA,FW-MF,Lens,Ligue 1,31,1990,32,2244,0.2,2.33,0.16,1.16,1.61
1876,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,22,1999,24,1240,0.22,1.59,0.14,0.22,1.09
1877,Sambou Soumano,SEN,FW,Lorient,Ligue 1,21,2001,20,443,0.61,3.67,0,0.61,2.65
1878,Adama Soumaoro,FRA,DF,Bologna,Serie A,29,1992,26,2086,0,0.3,0,3.62,0.99
1879,Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,30,1992,31,2110,0.04,0.73,0.09,2.26,0.9
1880,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29,2299,0.08,0.55,0.12,0.94,1.65
1881,Saidou Sow,GUI,DF,FALSE,Ligue 1,19,2002,11,835,0.22,0.32,0.11,3.87,1.29
1882,Marco Sportiello,ITA,GK,Atalanta,Serie A,29,1992,5,450,0,0,0,0,0
1883,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,25,1996,8,604,0.15,1.79,0,3.88,2.09
1884,Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,27,1709,0.05,2.32,0.21,1.58,1.79
1885,Kostas Stafylidis,GRE,DF-MF,Bochum,Bundesliga,28,1993,24,1388,0,1.04,0.06,3.18,0.84
1886,Luca Stanga,ITA,DF,Milan,Serie A,20,2002,1,3,0,0,0,0,3
1887,Niklas Stark,GER,DF-MF,Hertha BSC,Bundesliga,27,1995,26,2031,0.04,0.53,0,5.66,1.02
1888,Jason Steele,ENG,GK,Brighton,Premier League,31,1990,1,90,0,0,0,0,0
1889,Jed Steer,ENG,GK,Aston Villa,Premier League,29,1992,1,90,0,0,0,0,0
1890,Renato Steffen,SUI,FW-MF,Wolfsburg,Bundesliga,30,1991,20,967,0,1.21,0.09,1.03,1.68
1891,Zack Steffen,USA,GK,Manchester City,Premier League,27,1995,1,90,0,0,0,0,0
1892,Calvin Stengs,NED,MF,Nice,Ligue 1,23,1998,23,1065,0.08,1.78,0.08,0.59,1.53
1893,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,16,899,0,0.7,0,2.1,1.2
1894,Dale Stephens,ENG,MF,Burnley,Premier League,32,1989,3,124,0,0.71,0,0.71,2.86
1895,Jack Stephens,ENG,DF,Southampton,Premier League,28,1994,9,631,0,0,0,5.71,1.29
1896,Raheem Sterling,ENG,FW,Manchester City,Premier League,27,1994,27,1913,0.47,2.35,0.14,0.14,1.27
1897,Finley Stevens,WAL,DF,Brentford,Premier League,19,2003,1,15,0,0,0,0,0
1898,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,24,1518,0.12,0.89,0.06,0.83,1.72
1899,Lars Stindl,GER,MF-FW,M'Gladbach,Bundesliga,33,1988,24,1466,0.18,2.09,0.31,0.55,1.9
1900,Petar Stojanovi?,SVN,DF,Empoli,Serie A,26,1995,31,2554,0.04,0.42,0.04,1.76,1.62
1901,John Stones,ENG,DF,Manchester City,Premier League,27,1994,13,1029,0.09,0.61,0,3.51,0.18
1902,Thomas Strakosha,ALB,GK,Lazio,Serie A,27,1995,20,1800,0,0,0,0.05,0.1
1903,Stefan Strandberg,NOR,DF,Salernitana,Serie A,31,1990,11,933,0,0.87,0,5.96,0.77
1904,Tobias Strobl,GER,MF-DF,Augsburg,Bundesliga,31,1990,5,323,0,0.56,0,1.39,1.94
1905,Kevin Strootman,NED,MF,Cagliari,Serie A,32,1990,10,640,0,0.14,0,2.68,1.97
1906,Pascal Struijk,NED,DF-MF,Leeds United,Premier League,22,1999,25,1875,0,0.48,0,3.75,1.11
1907,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,31,1991,11,684,0,1.18,0.13,1.32,0.53
1908,Stefano Sturaro,ITA,MF,Genoa,Serie A,29,1993,25,1766,0,0.46,0,1.68,2.91
1909,Isaac Success,NGA,FW,Udinese,Serie A,26,1996,22,911,0.2,2.48,0.5,0.4,2.48
1910,Kamaldeen Sulemana,GHA,MF-FW,Rennes,Ligue 1,20,2002,20,1015,0.35,2.3,0.18,0.27,1.68
1911,Crysencio Summerville,NED,MF-FW,Leeds United,Premier League,20,2001,6,130,0,1.43,0,0,0.71
1912,Vladyslav Supriaha,UKR,FW,Sampdoria,Serie A,22,2000,1,22,0,0,0,0,5
1913,Suso,ESP,FW,Sevilla,La Liga,28,1993,8,384,0,1.4,0.23,0,0.23
1914,Bosko Sutalo,CRO,DF,Hellas Verona,Serie A,22,2000,21,834,0,0.54,0,3.76,1.29
1915,Mattias Svanberg,SWE,MF,Bologna,Serie A,23,1999,34,2493,0.11,1.37,0.11,0.97,1.37
1916,Michael Svoboda,AUT,DF,Venezia,Serie A,23,1998,15,1030,0,0.35,0,4.04,0.7
1917,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,22,2000,2,157,0,0,0,2.35,2.94
1918,Mamadou Sylla,SEN,FW,FALSE,La Liga,28,1994,13,394,0,0.45,0,0.91,2.05
1919,Wojciech Szcz?sny,POL,GK,Juventus,Serie A,32,1990,32,2880,0,0,0,0.03,0.06
1920,Dominik Szoboszlai,HUN,MF-FW,RB Leipzig,Bundesliga,21,2000,29,1518,0.36,2.31,0.41,0.95,0.89
1921,Tachi,ESP,DF,FALSE,La Liga,24,1997,5,239,0,0,0,5.56,1.48
1922,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,31,2698,0.07,0.47,0.07,5.2,0.67
1923,Waniss Taibi,FRA,MF-DF,Angers,Ligue 1,20,2002,7,132,0,0.67,0,2.67,3.33
1924,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,25,1874,0.19,1.68,0.14,0.43,1.25
1925,Adrien Tameze,CMR,MF-DF,Hellas Verona,Serie A,28,1994,35,2354,0.15,0.8,0.08,1.95,1.3
1926,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,11,735,0,0.85,0,3.66,2.44
1927,Renato Tapia,PER,MF,Celta Vigo,La Liga,26,1995,26,1329,0,0.74,0,2.3,2.3
1928,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,20,1634,0.05,0.33,0,3.68,1.21
1929,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,27,2362,0.11,0.73,0.08,1.6,0.76
1930,Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,13,1170,0,0.46,0,2.77,0.62
1931,Oussama Targhalline,MAR,FW,Marseille,Ligue 1,19,2002,2,5,0,0,0,0,20
1932,James Tarkowski,ENG,DF,Burnley,Premier League,29,1992,32,2880,0.03,0.66,0.06,6.53,0.94
1933,Ciprian T?t?ru?anu,ROU,GK,Milan,Serie A,36,1986,6,540,0,0,0,0,0
1934,Niklas Tauer,GER,DF-MF,Mainz 05,Bundesliga,21,2001,9,465,0,0.38,0,2.69,1.35
1935,Nuno Tavares,POR,DF,Arsenal,Premier League,22,2000,19,1010,0.09,1.88,0.09,2.59,1.88
1936,Charlie Taylor,ENG,DF,Burnley,Premier League,28,1993,27,2371,0,0.27,0.11,3,0.68
1937,Loum Tchaouna,FRA,FW-MF,Rennes,Ligue 1,18,2003,10,87,0,2,0,0,1
1938,Mathys Tel,FRA,FW-MF,Rennes,Ligue 1,17,2005,6,46,0,4,0,4,10
1939,Jordan Tell,FRA,FW,Clermont Foot,Ligue 1,24,1997,15,290,0.31,2.19,0.31,0.31,0.94
1940,Nathan Tella,ENG,MF-FW,Southampton,Premier League,22,1999,13,734,0,1.46,0,0.73,2.44
1941,Alex Telles,BRA,DF,Manchester Utd,Premier League,29,1992,19,1480,0,0.55,0.24,2.87,1.52
1942,Cristian Tello,ESP,FW-MF,Betis,La Liga,30,1991,22,814,0.22,3.22,0.22,0.67,1.44
1943,Nahuel Tenaglia,ARG,DF,FALSE,La Liga,26,1996,10,837,0,0.43,0,4.41,0.54
1944,Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,19,2003,1,7,0,0,0,10,0
1945,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29,2592,0,0,0,0,0
1946,Martin Terrier,FRA,FW-MF,Rennes,Ligue 1,25,1997,34,2525,0.75,2.67,0.04,0.6,1.03
1947,Aleksa Terzi?,SRB,DF,Fiorentina,Serie A,22,1999,12,256,0,0,0.36,1.79,1.79
1948,Robert Tesche,GER,MF,Bochum,Bundesliga,34,1987,9,286,0,0.31,0,2.19,0.94
1949,Tanner Tessmann,USA,MF,Venezia,Serie A,20,2001,19,662,0,1.08,0,2.97,1.22
1950,Cedric Teuchert,GER,MF-FW,Union Berlin,Bundesliga,25,1997,6,105,0,2.5,0,0,0.83
1951,Arthur Theate,BEL,DF,Bologna,Serie A,21,2000,29,2345,0.08,0.77,0.04,2.41,1.11
1952,Jan Thielmann,GER,MF-FW,FALSE,Bundesliga,19,2002,28,1130,0.24,1.19,0.24,1.11,0.95
1953,Sada Thioub,SEN,MF,Angers,Ligue 1,26,1995,1,3,0,0,0,0,0
1954,Luke Thomas,ENG,DF,Leicester City,Premier League,20,2001,21,1822,0,0.2,0.05,2.38,0.84
1955,Romain Thomas,FRA,DF,Angers,Ligue 1,33,1988,28,2414,0.07,0.49,0,4.93,1.42
1956,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,28,1993,28,2149,0.29,1.8,0.17,0.59,1.34
1957,Erik Thommy,GER,DF-FW,Stuttgart,Bundesliga,27,1994,9,230,0,3.85,0,0,1.15
1958,Dominic Thompson,ENG,DF,Brentford,Premier League,21,2000,2,146,0,0.63,0,2.5,0.63
1959,Morten Thorsby,NOR,MF,Sampdoria,Serie A,26,1996,32,2715,0.07,0.79,0.03,1.66,2.75
1960,Thuler,BRA,DF,Montpellier,Ligue 1,23,1999,14,795,0,0.11,0,4.32,1.25
1961,Marcus Thuram,FRA,FW-MF,M'Gladbach,Bundesliga,24,1997,20,951,0.28,3.11,0,0.57,1.04
1962,Alexis Tibidi,FRA,FW-MF,Stuttgart,Bundesliga,18,2003,13,385,0,0.93,0,0.7,2.79
1963,Cheikh Tidiane Sabaly,SEN,FW-MF,Metz,Ligue 1,23,1999,6,150,0,1.18,0,0.59,0
1964,Youri Tielemans,BEL,MF,Leicester City,Premier League,24,1997,28,2271,0.24,1.94,0.12,1.51,1.75
1965,Kieran Tierney,SCO,DF,Arsenal,Premier League,24,1997,22,1915,0.05,0.7,0.14,2.16,0.33
1966,Steffen Tigges,GER,FW-MF,Dortmund,Bundesliga,23,1998,9,112,2.5,3.33,0,2.5,0.83
1967,Malik Tillman,GER,FW-MF,Bayern Munich,Bundesliga,19,2002,4,104,0,0.83,0,0,3.33
1968,Timothy Tillman,GER,MF,FALSE,Bundesliga,23,1999,27,1841,0.05,1.07,0.1,1.22,1.8
1969,David Timor,ESP,MF,Getafe,La Liga,32,1989,7,341,0,2.11,0,1.84,1.05
1970,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,33,2845,0.03,0.57,0,3.99,0.76
1971,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,29,1992,27,2097,0.52,2.75,0.17,0.47,0.77
1972,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,27,1994,14,684,0.26,2.37,0.13,1.58,2.24
1973,Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,1994,20,1399,0,0.19,0.06,1.81,0.58
1974,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,23,1998,1,10,0,0,0,0,0
1975,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,8,547,0.16,0.66,0,2.3,1.15
1976,Fikayo Tomori,ENG,DF,Milan,Serie A,24,1997,28,2458,0,0.29,0,3.44,0.81
1977,Sandro Tonali,ITA,MF,Milan,Serie A,21,2000,33,2403,0.11,1.27,0.07,0.71,1.87
1978,Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,1990,14,870,0,0.72,0,3.92,1.03
1979,Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,30,2639,0.41,2.49,0.14,1.47,1.74
1980,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,29,1992,10,116,0,0,0,0.77,5.38
1981,Lucas Torreira,URU,MF,Fiorentina,Serie A,26,1996,29,2116,0.21,1.23,0.04,1.23,1.66
1982,Pau Torres,ESP,DF,Villarreal,La Liga,25,1997,29,2520,0.14,0.75,0,3.64,0.64
1983,Roberto Torres,ESP,MF-FW,Osasuna,La Liga,33,1989,25,712,0.25,1.52,0.25,0.76,1.01
1984,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,24,1997,7,483,0,0.37,0.19,5.74,0.74
1985,Cenk Tosun,TUR,FW,Everton,Premier League,30,1991,1,7,0,0,0,0,0
1986,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,28,1782,0.1,1.16,0,3.03,1.57
1987,Yoann Touzghar,TUN,FW,Troyes,Ligue 1,35,1986,26,1313,0.21,1.78,0,0.55,0.48
1988,Andros Townsend,ENG,MF,Everton,Premier League,30,1991,21,1455,0.19,1.23,0.12,0.37,0.62
1989,Amadou Traore,FRA,FW,Bordeaux,Ligue 1,20,2002,1,19,0,0,0,0,5
1990,Charles Traore,MLI,DF,Nantes,Ligue 1,30,1992,16,718,0,0.13,0,3.75,2.88
1991,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,31,1990,30,2700,0,0,0,0,0
1992,Miguel Trauco,PER,DF,FALSE,Ligue 1,29,1992,15,942,0.1,0.76,0,1.62,0.67
1993,Manu Trigueros,ESP,MF-FW,Villarreal,La Liga,30,1991,31,1993,0.27,1.76,0.18,0.45,2.4
1994,Simone Trimboli,ITA,MF,Sampdoria,Serie A,20,2002,2,26,0,0,0,0,0
1995,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,1987,23,1810,0.05,0.9,0,3.53,1.14
1996,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,31,1990,4,316,0.57,0.57,0,3.14,1.43
1997,William Troost-Ekong,NGA,DF,Watford,Premier League,28,1993,16,1377,0,0.13,0,5.69,1.11
1998,Leandro Trossard,BEL,FW-MF,Brighton,Premier League,27,1994,32,2637,0.24,2.32,0.03,0.2,0.85
1999,Adrien Truffert,FRA,DF,Rennes,Ligue 1,20,2001,27,1397,0.19,1.23,0.06,1.61,1.35
2000,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,25,1996,10,670,0,0.95,0.27,2.43,2.43
2001,Axel Tuanzebe,ENG,DF,Aston Villa,Premier League,24,1997,9,508,0,0.36,0,2.32,0.89
2002,Ozan Tufan,TUR,MF,Watford,Premier League,27,1995,7,334,0,0.81,0,1.08,2.43
2003,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,22,1999,24,2079,0.13,0.61,0,3.94,1.6
2004,Christos Tzolis,GRE,FW-MF,Norwich City,Premier League,20,2002,14,336,0,1.62,0,0.54,0.81
2005,Iyenoma Udogie,ITA,DF,Udinese,Serie A,19,2002,32,2245,0.16,1,0.08,1,1.45
2006,Matthieu Udol,FRA,DF,Metz,Ligue 1,26,1996,12,1007,0.09,0.45,0,2.86,0.27
2007,Ike Ugbo,CAN,FW,Troyes,Ligue 1,23,1998,11,702,0.51,1.79,0,0.26,1.15
2008,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,15,387,0.23,0.93,0,0.47,3.49
2009,Hwang Ui-jo,KOR,FW,Bordeaux,Ligue 1,29,1992,29,2316,0.43,1.91,0.08,0.54,0.62
2010,Anthony Ujah,NGA,FW-MF,Union Berlin,Bundesliga,31,1990,3,35,0,7.5,0,0,10
2011,Maximilian Ullmann,AUT,DF,Venezia,Serie A,25,1996,5,246,0,0,0,2.22,0.74
2012,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,33,1988,6,540,0,0,0,0,0
2013,Samuel Umtiti,FRA,DF,Barcelona,La Liga,28,1993,1,90,0,0,0,2,0
2014,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,23,1998,26,2031,0.04,0.31,0.22,3.19,1.24
2015,Benjamin Uphoff,GER,GK,Freiburg,Bundesliga,28,1993,2,180,0,0,0,0,0
2016,Jere Uronen,FIN,DF,Brest,Ligue 1,27,1994,14,875,0,0.41,0,2.68,0.52
2017,Mark Uth,GER,MF-FW,FALSE,Bundesliga,30,1991,28,1862,0.24,3.24,0.39,0.58,1.74
2018,Myrto Uzuni,ALB,MF-FW,Granada,La Liga,26,1995,12,720,0,0.88,0,0.63,1.63
2019,Antonio Vacca,ITA,MF,Venezia,Serie A,31,1990,19,981,0,0.09,0,1.83,1.93
2020,Yan Valery,FRA,DF,Southampton,Premier League,23,1999,5,370,0,0.49,0,5.12,1.22
2021,Martin Valjent,SVK,DF,Mallorca,La Liga,26,1995,32,2821,0,0.32,0,5.05,0.64
2022,Manu Vallejo,ESP,MF-FW,FALSE,La Liga,25,1997,8,272,0.33,1,0.33,0.67,1.33
2023,Federico Valverde,URU,MF,Real Madrid,La Liga,23,1998,27,1621,0,1.5,0.06,0.78,1.22
2024,Vanderson,BRA,MF-DF,Monaco,Ligue 1,20,2001,14,905,0.2,1.29,0.1,1.78,1.78
2025,Zinho Vanheusden,BEL,DF,Genoa,Serie A,22,1999,14,989,0,0.55,0,3.82,1.27
2026,Jonathan Varane,FRA,MF,Lens,Ligue 1,20,2001,1,1,0,0,0,0,0
2027,Jamie Vardy,ENG,FW,Leicester City,Premier League,35,1987,20,1444,0.63,2.44,0.13,0.75,0.75
2028,Ruben Vargas,SUI,MF-FW,Augsburg,Bundesliga,23,1998,29,1984,0.05,1.77,0.14,0.73,1.73
2029,Sebastian Vasiliadis,GRE,MF,Arminia,Bundesliga,24,1997,17,1107,0,0.98,0,2.6,1.38
2030,Denis Vavro,SVK,DF,Lazio,Serie A,26,1996,1,8,0,0,0,0,0
2031,Jesus Vazquez,ESP,DF-MF,Valencia,La Liga,19,2003,13,633,0,0.43,0,2.29,1.14
2032,Gabriel Veiga,ESP,MF,Celta Vigo,La Liga,19,2002,3,23,0,0,0,3.33,0
2033,Miguel Veloso,POR,MF,Hellas Verona,Serie A,35,1986,21,1252,0,1.22,0.14,1.37,1.08
2034,Mickey van de Ven,NED,DF,Wolfsburg,Bundesliga,21,2001,3,51,0,0,0,0,0
2035,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,21,2000,30,2133,0,0.8,0,1.05,1.48
2036,Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,27,1995,20,1348,0,0.4,0,1.2,0.8
2037,Daniele Verde,ITA,FW-MF,Spezia,Serie A,25,1996,30,1711,0.32,2.53,0.16,0.16,0.11
2038,Simone Verdi,ITA,FW-MF,Salernitana,Serie A,29,1992,12,606,0.6,3.88,0,0.15,1.49
2039,Jordan Veretout,FRA,MF,Roma,Serie A,29,1993,33,2080,0.17,1,0.3,0.95,0.78
2040,Edoardo Vergani,ITA,FW-MF,Salernitana,Serie A,21,2001,6,102,0,0,0,0.91,2.73
2041,Vincent Vermeij,NED,MF,Freiburg,Bundesliga,27,1994,1,3,0,0,0,0,0
2042,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,29,1992,21,1692,0.11,0.37,0.11,0.48,2.07
2043,Valerio Verre,ITA,MF-FW,Sampdoria,Serie A,28,1994,11,420,0,2.34,0,0.85,2.13
2044,Freddie Veseli,ALB,DF,Salernitana,Serie A,29,1992,9,596,0,0.15,0,3.64,0.91
2045,Mikel Vesga,ESP,MF,Athletic Club,La Liga,28,1993,29,1206,0.15,0.97,0,2.91,2.91
2046,Jannik Vestergaard,DEN,DF,Leicester City,Premier League,29,1992,10,567,0,0.16,0,6.51,0.95
2047,Guglielmo Vicario,ITA,GK,Empoli,Serie A,25,1996,35,3150,0,0,0,0,0.03
2048,Aleix Vidal,ESP,DF-MF,Espanyol,La Liga,32,1989,28,1673,0.11,0.27,0,1.18,1.24
2049,Arturo Vidal,CHI,MF,Inter,Serie A,34,1987,26,689,0.13,2.34,0.13,1.04,2.6
2050,Nacho Vidal,ESP,DF,Osasuna,La Liga,27,1995,32,2719,0,0.66,0.03,2.45,1.72
2051,Gabriel Vidovic,CRO,MF,Bayern Munich,Bundesliga,18,2003,2,26,0,0,0,0,0
2052,Ronaldo Vieira,GNB,MF,Sampdoria,Serie A,23,1998,11,248,0,0.36,0,1.43,2.86
2053,Nick Viergever,NED,DF,FALSE,Bundesliga,32,1989,22,1953,0,0.05,0,5.76,0.65
2054,Luca Vignali,ITA,DF,Spezia,Serie A,26,1996,2,85,0,0,0,2.22,0
2055,Emanuel Vignato,ITA,MF-DF,Bologna,Serie A,21,2000,22,556,0,0.81,0,0.97,0.81
2056,Tonny Vilhena,NED,FW-MF,Espanyol,La Liga,27,1995,13,677,0.13,1.87,0.13,1.47,1.87
2057,Asier Villalibre,ESP,FW,Athletic Club,La Liga,24,1997,15,385,0.23,3.26,0,1.16,2.33
2058,Gonzalo Villar,ESP,MF,Getafe,La Liga,24,1998,7,229,0,0.4,0.4,1.6,4
2059,Nicolas Viola,ITA,MF,Bologna,Serie A,32,1989,6,102,0,0.91,0,0,1.82
2060,Mattia Viti,ITA,DF,Empoli,Serie A,20,2002,19,1401,0,0.19,0,4.17,0.96
2061,Vitolo,ESP,MF-FW,Getafe,La Liga,32,1989,7,221,0,0.4,0,0.4,2.8
2062,Daniel Vivian,ESP,DF,Athletic Club,La Liga,22,1999,22,1806,0.1,0.75,0.05,5.17,1
2063,Andreas Voglsammer,GER,FW-MF,Union Berlin,Bundesliga,30,1992,31,837,0.22,3.44,0.11,0.86,1.61
2064,Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,30,1991,28,2389,0,0.11,0.08,3.92,0.79
2065,Kevin Volland,GER,MF-FW,Monaco,Ligue 1,29,1992,31,2178,0.33,1.9,0.29,0.37,2.11
2066,Cristian Volpato,AUS,MF,Roma,Serie A,18,2003,2,30,3.33,3.33,0,0,0
